etd_id_note,etd_id_etudiant,etd_id_module,etd_id_enseignant,etd_annee_universitaire,etd_semestre,etd_type_examen,etd_note,etd_date_examen,etd_session
790,22,62,23,2022-2023,2,CC,8.45,2023-08-31,Rattrapage
17634,22,62,23,2022-2023,2,TP,10.24,2024-12-04,Normale
794,22,58,8,2022-2023,2,Examen Final,18.77,2025-06-09,Normale
11943,22,58,8,2022-2023,-2,TP,13.5,2022-05-17,Normale
797,22,67,29,2022-2023,3,CC,10.26,2022-11-23,Normale
798,22,56,36,2024-2025,1,Examen Final,7.98,2022-05-25,Rattrapage
799,22,56,36,2024-2025,1,CC,7.62,2022-10-15,Rattrapage
802,22,72,26,2023-2024,-4,TP,14.19,2024-12-02,Normale
803,22,71,46,2023-2024,4,Examen Final,13.58,2023-04-21,Normale
804,23,179,42,2022-2023,-1,TP,18.02,2025-11-17,Normale
805,23,179,42,2022-2023,1,CC,17.85,2024-09-24,Normale
807,23,176,19,2023-2024,1,Examen Final,19.41,2024-05-13,Normale
808,23,176,19,2023-2024,1,TP,4.91,2023-07-28,Normale
10612,23,182,52,2022-2023,2,TP,7.54,2025-09-25,Rattrapage
16657,23,182,52,2022-2023,2,Examen Final,13.71,2025-03-04,Normale
814,23,184,22,2023-2024,2,Examen Final,13.63,2025-04-24,Normale
817,23,175,52,2022-2023,1,TP,13.28,2025-12-23,Normale
819,23,177,21,2024-2025,-1,CC,13.17,2024-12-06,Normale
821,23,185,42,2022-2023,2,TP,14.09,2023-11-05,Normale
823,23,180,33,2024-2025,1,TP,9.64,2023-07-21,Normale
827,23,181,21,2023-2024,2,CC,17.52,2022-07-02,Normale
2843,23,178,22,2023-2024,-1,CC,18.63,2022-07-05,Normale
830,23,178,22,2023-2024,1,TP,14.23,2023-10-03,Normale
831,40,161,51,2022-2023,2,CC,7.04,2024-11-02,Rattrapage
833,40,153,20,2023-2024,1,Examen Final,13.9,2022-06-05,Normale
8747,40,153,20,2023-2024,1,CC,7.18,2025-12-28,Normale
835,40,153,20,2023-2024,1,TP,13.57,2025-09-20,Normale
837,40,157,18,2023-2024,-2,TP,6.13,2022-08-01,Rattrapage
839,40,154,20,2024-2025,1,CC,17.22,2023-05-19,Normale
5548,40,160,20,2024-2025,-2,Examen Final,14.37,2023-03-19,Normale
844,40,156,43,2022-2023,-1,Examen Final,17.41,2024-04-28,Normale
845,40,158,20,2024-2025,2,CC,17.57,2025-04-04,Normale
848,40,159,5,2024-2025,2,TP,9.92,2023-10-18,Normale
849,40,159,5,2024-2025,-2,Examen Final,12.65,2022-06-07,Normale
9211,40,159,5,2024-2025,2,CC,19.33,2022-10-03,Normale
12307,40,152,34,2023-2024,1,CC,19.7,2024-11-05,Normale
852,40,152,34,2023-2024,1,Examen Final,15.33,2025-01-01,Normale
853,40,152,34,2023-2024,1,TP,9.02,2023-12-15,Normale
855,40,155,34,2024-2025,-1,CC,13.9,2024-10-15,Normale
856,40,155,34,2024-2025,1,TP,13.46,2022-05-13,Normale
857,40,151,20,2022-2023,-1,TP,11.63,2025-12-17,Normale
860,24,76,34,2023-2024,1,Examen Final,16.77,2024-11-06,Normale
861,24,95,43,2023-2024,4,Examen Final,19.53,2022-04-19,Normale
3259,24,95,43,2023-2024,4,TP,15.39,2024-01-04,Normale
866,24,91,5,2024-2025,3,Examen Final,9.31,2024-04-06,Normale
867,24,89,38,2024-2025,3,TP,15.14,2022-10-11,Normale
868,24,89,38,2024-2025,3,Examen Final,17.56,2023-01-10,Normale
869,24,89,38,2024-2025,3,CC,5.53,2022-12-30,Rattrapage
871,24,80,47,2024-2025,1,CC,7.63,2023-11-27,Normale
13893,24,88,34,2023-2024,3,Examen Final,8.12,2025-02-14,Normale
880,24,87,30,2024-2025,2,TP,12.3,2022-07-24,Normale
881,24,87,30,2024-2025,2,Examen Final,11.96,2025-05-20,Normale
884,42,154,30,2023-2024,1,Examen Final,14.62,2023-10-19,Normale
886,42,154,30,2023-2024,1,TP,13.2,2024-12-25,Normale
887,42,156,38,2024-2025,1,Examen Final,9.13,2023-02-10,Rattrapage
890,42,153,20,2023-2024,1,CC,12.98,2025-06-02,Normale
894,42,161,49,2023-2024,2,TP,12.68,2025-08-05,Normale
895,42,157,18,2023-2024,2,Examen Final,4.45,2024-02-28,Rattrapage
896,42,158,49,2022-2023,2,CC,12.14,2025-10-26,Normale
897,42,158,49,2022-2023,2,TP,15.19,2023-03-16,Normale
899,42,152,15,2024-2025,1,Examen Final,7.26,2025-03-15,Normale
902,42,151,5,2024-2025,1,Examen Final,19.75,2024-03-09,Normale
905,42,159,5,2024-2025,2,Examen Final,19.04,2025-08-31,Normale
908,470,139,21,2022-2023,3,CC,6.54,2022-05-17,Rattrapage
909,470,138,53,2022-2023,3,CC,19.29,2025-11-24,Normale
914,470,132,1,2022-2023,2,TP,11.66,2022-08-17,Normale
11915,470,141,22,2022-2023,-3,Examen Final,7.87,2024-06-16,Rattrapage
4650,470,142,49,2022-2023,3,Examen Final,7.11,2022-02-21,Rattrapage
3533,470,137,3,2023-2024,2,Examen Final,12.46,2025-02-14,Normale
925,470,144,33,2022-2023,4,TP,14.96,2024-04-19,Normale
928,470,133,41,2024-2025,2,CC,18.42,2025-11-02,Normale
932,470,129,37,2024-2025,1,Examen Final,8.52,2024-07-09,Rattrapage
4015,470,129,37,2024-2025,-1,TP,18.56,2023-05-02,Normale
935,44,95,46,2022-2023,4,TP,15.37,2025-01-13,Normale
937,44,84,5,2022-2023,2,TP,10.74,2024-05-05,Normale
938,44,84,5,2022-2023,2,CC,11.37,2024-07-15,Normale
4753,44,87,48,2023-2024,-2,Examen Final,7.47,2025-03-10,Normale
942,44,90,47,2022-2023,3,Examen Final,12.77,2024-04-16,Normale
943,44,90,47,2022-2023,3,TP,10.0,2023-09-21,Normale
944,44,90,47,2022-2023,3,CC,7.42,2024-08-21,Normale
2115,44,91,14,2022-2023,3,TP,4.81,2023-11-23,Normale
949,44,80,14,2023-2024,1,Examen Final,6.76,2025-08-06,Normale
15365,44,79,51,2022-2023,1,CC,4.34,2023-11-10,Normale
8484,44,78,48,2022-2023,1,Examen Final,17.45,2024-01-14,Normale
12166,44,93,46,2024-2025,3,TP,15.26,2023-08-17,Normale
957,44,93,46,2024-2025,3,CC,6.61,2024-12-26,Normale
959,44,89,38,2024-2025,3,CC,18.55,2022-07-18,Normale
963,44,88,34,2023-2024,3,CC,19.52,2025-10-07,Normale
965,44,88,34,2023-2024,3,Examen Final,19.81,2024-01-28,Normale
966,45,81,38,2023-2024,1,CC,4.26,2022-12-13,Rattrapage
967,45,81,38,2023-2024,1,TP,9.84,2023-01-29,Rattrapage
2048,45,81,38,2023-2024,-1,Examen Final,12.21,2024-12-01,Normale
970,45,80,14,2022-2023,1,Examen Final,8.91,2024-06-05,Rattrapage
16682,45,95,43,2023-2024,4,Examen Final,14.55,2023-11-13,Normale
973,45,85,5,2024-2025,-2,Examen Final,10.09,2024-08-20,Normale
974,45,85,5,2024-2025,2,CC,10.08,2022-03-15,Normale
977,45,88,18,2024-2025,3,Examen Final,6.12,2023-06-20,Rattrapage
979,45,97,48,2024-2025,4,Examen Final,5.36,2024-11-08,Rattrapage
11503,45,79,51,2022-2023,1,CC,7.89,2024-02-04,Normale
982,45,82,25,2022-2023,2,Examen Final,17.92,2025-06-18,Normale
10794,45,86,47,2023-2024,2,TP,6.97,2022-01-08,Normale
987,46,97,48,2024-2025,4,TP,11.08,2024-11-05,Normale
988,46,97,48,2024-2025,4,CC,4.1,2023-02-09,Normale
12341,46,83,25,2023-2024,2,Examen Final,15.25,2022-06-05,Normale
990,46,83,25,2023-2024,2,CC,7.01,2023-04-12,Rattrapage
991,46,83,25,2023-2024,2,TP,6.6,2025-05-16,Rattrapage
994,46,82,5,2023-2024,2,Examen Final,18.25,2025-10-31,Normale
995,46,77,12,2023-2024,1,CC,4.99,2023-12-06,Rattrapage
997,46,78,30,2024-2025,1,CC,13.41,2024-01-11,Normale
998,46,78,30,2024-2025,1,Examen Final,15.17,2025-05-25,Normale
999,46,88,18,2024-2025,3,TP,9.73,2024-01-29,Rattrapage
1001,46,88,18,2024-2025,3,CC,9.02,2023-04-13,Normale
9672,46,96,48,2023-2024,4,TP,11.23,2022-10-18,Normale
1005,46,98,55,2023-2024,4,TP,10.1,2025-07-18,Normale
1006,46,89,43,2022-2023,3,CC,16.66,2025-09-17,Normale
1010,46,90,46,2023-2024,3,TP,11.78,2024-10-19,Normale
1011,46,90,46,2023-2024,3,CC,10.93,2022-11-24,Normale
1013,46,85,6,2022-2023,2,CC,19.25,2025-12-16,Normale
885,47,120,39,2024-2025,4,CC,8.51,2025-11-11,Rattrapage
1018,47,110,35,2022-2023,2,Examen Final,7.74,2025-07-22,Rattrapage
1019,47,105,40,2023-2024,1,Examen Final,13.24,2023-11-10,Normale
17959,47,108,32,2023-2024,-2,CC,11.82,2024-08-20,Normale
1023,47,108,32,2023-2024,2,TP,18.25,2023-10-04,Normale
1024,47,117,33,2024-2025,3,CC,5.3,2024-08-05,Rattrapage
1032,47,123,35,2023-2024,4,TP,8.52,2024-05-16,Rattrapage
3249,47,101,1,2024-2025,1,TP,8.18,2023-08-30,Normale
10679,47,121,35,2022-2023,-4,CC,6.51,2023-10-06,Rattrapage
1039,47,103,40,2022-2023,1,TP,12.84,2024-01-26,Normale
1040,47,106,40,2022-2023,1,TP,14.34,2024-03-21,Normale
1041,47,106,40,2022-2023,1,CC,6.85,2025-08-11,Normale
1042,47,106,40,2022-2023,1,Examen Final,8.53,2024-11-13,Normale
1043,47,113,21,2022-2023,3,Examen Final,5.02,2022-10-14,Normale
1044,47,113,21,2022-2023,-3,CC,6.43,2023-04-27,Normale
1046,48,128,37,2024-2025,1,CC,11.18,2022-08-25,Normale
1050,48,136,21,2022-2023,2,TP,12.01,2023-10-24,Normale
7166,48,148,48,2023-2024,4,Examen Final,12.16,2023-08-17,Normale
1052,48,148,48,2023-2024,4,TP,11.88,2025-10-03,Normale
7178,48,141,33,2024-2025,3,CC,13.43,2023-03-04,Normale
1056,48,138,53,2022-2023,3,TP,18.11,2024-11-08,Normale
1057,48,127,33,2022-2023,1,CC,12.58,2025-07-09,Normale
1058,48,147,42,2024-2025,4,TP,12.17,2022-11-24,Normale
1060,48,146,33,2023-2024,4,TP,18.37,2024-03-15,Normale
1061,48,143,42,2022-2023,3,TP,11.13,2025-08-27,Normale
1062,48,143,42,2022-2023,-3,CC,14.75,2024-04-10,Normale
1065,48,145,18,2024-2025,4,Examen Final,17.09,2024-01-10,Normale
1066,49,175,52,2022-2023,1,TP,19.75,2025-05-17,Normale
1069,49,178,22,2023-2024,1,CC,18.15,2022-03-05,Normale
1072,49,179,18,2023-2024,1,Examen Final,5.56,2023-03-17,Rattrapage
1073,49,179,18,2023-2024,1,CC,14.33,2024-05-16,Normale
4716,49,184,27,2024-2025,2,TP,10.68,2022-02-15,Normale
1076,49,185,42,2022-2023,2,Examen Final,6.79,2022-06-26,Normale
1079,49,177,21,2024-2025,-1,TP,15.25,2024-09-09,Normale
1080,49,177,21,2024-2025,-1,CC,5.01,2023-03-18,Normale
1082,49,180,49,2022-2023,1,CC,10.6,2022-01-28,Normale
1084,49,182,27,2024-2025,2,Examen Final,15.5,2023-02-20,Normale
320,49,176,33,2024-2025,1,Examen Final,8.58,2025-05-09,Normale
8874,50,87,30,2024-2025,2,TP,16.28,2022-10-30,Normale
1093,50,97,48,2024-2025,4,Examen Final,9.32,2025-08-14,Rattrapage
3044,50,98,55,2023-2024,4,CC,9.47,2025-03-20,Normale
1097,50,93,34,2023-2024,3,CC,12.31,2025-03-24,Normale
1099,50,95,15,2024-2025,4,TP,9.21,2025-01-28,Rattrapage
1102,50,80,47,2024-2025,1,TP,16.03,2022-08-06,Normale
1105,50,86,48,2022-2023,2,Examen Final,6.31,2025-11-24,Normale
1107,50,96,48,2023-2024,4,CC,19.22,2023-01-27,Normale
1108,50,82,25,2022-2023,2,TP,5.94,2025-10-25,Normale
1109,50,78,48,2022-2023,1,TP,10.75,2024-01-03,Normale
1111,202,204,18,2022-2023,1,TP,8.09,2024-02-25,Rattrapage
7727,202,204,18,2022-2023,1,CC,16.05,2022-07-20,Normale
1113,202,205,26,2023-2024,2,Examen Final,19.91,2024-02-18,Normale
1116,202,209,36,2022-2023,2,Examen Final,17.29,2025-07-16,Normale
15035,202,202,44,2022-2023,1,TP,9.17,2023-03-20,Rattrapage
1119,202,201,49,2024-2025,1,CC,14.94,2025-04-30,Normale
1122,202,203,36,2022-2023,1,TP,14.46,2022-04-10,Normale
1123,202,207,8,2023-2024,2,Examen Final,12.27,2022-12-23,Normale
1126,202,200,26,2022-2023,1,Examen Final,4.7,2023-04-03,Normale
12399,202,200,26,2022-2023,1,TP,15.42,2025-12-06,Normale
13715,52,176,19,2023-2024,1,TP,14.16,2022-08-06,Normale
1130,52,176,19,2023-2024,1,CC,10.7,2022-03-10,Normale
1132,52,177,33,2022-2023,1,Examen Final,11.59,2024-11-04,Normale
503,52,184,17,2022-2023,2,CC,13.13,2025-09-23,Normale
1135,52,183,52,2022-2023,2,Examen Final,11.65,2025-09-06,Normale
1137,52,183,52,2022-2023,2,CC,12.95,2023-04-21,Normale
1139,52,180,49,2022-2023,1,TP,16.61,2022-08-19,Normale
1140,52,179,42,2024-2025,1,Examen Final,8.85,2023-10-17,Normale
11370,52,181,17,2022-2023,2,TP,7.43,2024-03-05,Normale
1143,52,181,17,2022-2023,2,Examen Final,12.85,2025-07-08,Normale
1145,52,175,52,2022-2023,1,Examen Final,6.33,2024-09-05,Normale
11698,52,185,42,2024-2025,2,CC,17.44,2024-01-11,Normale
19922,52,185,42,2024-2025,2,Examen Final,19.0,2023-06-22,Normale
1148,52,185,42,2024-2025,-2,TP,10.5,2024-06-03,Normale
1155,53,26,43,2023-2024,1,Examen Final,8.86,2023-09-24,Rattrapage
1156,53,32,18,2023-2024,-2,TP,11.51,2022-07-06,Normale
1157,53,32,18,2023-2024,2,CC,15.06,2023-12-03,Normale
10170,53,37,30,2024-2025,2,Examen Final,14.07,2023-07-10,Normale
1162,53,47,38,2023-2024,4,TP,14.82,2023-07-25,Normale
10896,53,40,30,2024-2025,3,Examen Final,9.14,2025-04-06,Rattrapage
1167,53,33,55,2024-2025,2,Examen Final,15.56,2023-08-20,Normale
14235,54,57,44,2023-2024,2,Examen Final,6.34,2023-06-02,Normale
1169,54,57,44,2023-2024,2,TP,5.99,2025-02-01,Rattrapage
1171,54,71,46,2023-2024,4,Examen Final,7.19,2024-05-25,Normale
1172,54,71,46,2023-2024,4,TP,14.05,2024-09-29,Normale
1174,54,61,44,2023-2024,2,CC,6.9,2022-04-22,Rattrapage
1177,54,56,29,2022-2023,1,CC,10.77,2022-03-23,Normale
11623,54,66,23,2022-2023,3,TP,19.63,2023-07-22,Normale
1181,54,58,23,2023-2024,2,CC,4.37,2023-03-27,Rattrapage
1182,54,73,2,2022-2023,4,CC,19.27,2022-07-06,Normale
12912,54,73,2,2022-2023,4,Examen Final,13.14,2025-06-11,Normale
1186,54,67,29,2022-2023,3,CC,7.82,2024-06-10,Rattrapage
1187,55,15,27,2024-2025,3,CC,10.99,2024-12-09,Normale
4240,55,15,27,2024-2025,3,TP,9.48,2024-10-19,Normale
11355,55,7,40,2024-2025,2,TP,9.97,2025-05-15,Normale
1190,55,7,40,2024-2025,2,CC,17.39,2025-10-31,Normale
1191,55,8,39,2023-2024,-2,CC,9.03,2023-07-16,Rattrapage
1193,55,4,40,2023-2024,1,CC,14.33,2022-05-13,Normale
1194,55,4,40,2023-2024,1,Examen Final,11.24,2022-02-14,Normale
1200,55,23,28,2024-2025,-24,CC,4.77,2022-07-04,Normale
1202,55,17,28,2022-2023,3,Examen Final,5.27,2024-07-16,Rattrapage
1203,55,17,28,2022-2023,3,CC,6.38,2024-06-11,Normale
1206,55,12,21,2022-2023,2,Examen Final,12.77,2024-05-16,Normale
1208,55,12,21,2022-2023,2,TP,4.27,2025-05-19,Normale
1211,55,10,27,2022-2023,2,TP,12.54,2023-01-18,Normale
1212,55,13,19,2022-2023,3,TP,17.69,2023-07-12,Normale
1213,55,1,42,2024-2025,1,Examen Final,12.07,2022-04-27,Normale
1216,56,175,52,2022-2023,1,Examen Final,14.84,2024-03-19,Normale
1218,56,182,27,2024-2025,2,Examen Final,16.03,2024-12-08,Normale
1219,56,182,27,2024-2025,2,TP,18.99,2022-12-08,Normale
300,56,181,17,2022-2023,2,TP,8.79,2023-10-07,Normale
13831,56,184,22,2023-2024,2,Examen Final,6.09,2023-05-18,Normale
12239,56,178,33,2022-2023,1,TP,9.98,2024-08-10,Rattrapage
1232,56,183,52,2022-2023,2,CC,18.75,2022-12-06,Normale
3506,56,183,52,2022-2023,2,TP,4.18,2022-10-26,Normale
1237,412,76,43,2024-2025,1,Examen Final,18.93,2024-02-13,Normale
1240,412,92,5,2022-2023,3,TP,7.52,2023-09-13,Normale
1242,412,82,5,2023-2024,2,TP,16.79,2022-11-07,Normale
19474,412,96,48,2023-2024,4,TP,19.86,2022-12-01,Normale
1244,412,96,48,2023-2024,4,CC,17.74,2023-06-28,Normale
15356,412,96,48,2023-2024,-4,Examen Final,15.64,2022-05-16,Normale
1247,412,97,48,2024-2025,4,Examen Final,17.61,2023-06-13,Normale
13729,412,97,48,2024-2025,4,TP,13.23,2025-01-27,Normale
1250,412,90,43,2024-2025,3,TP,12.32,2023-07-26,Normale
503,412,81,18,2024-2025,1,Examen Final,4.82,2023-06-12,Rattrapage
18809,412,81,18,2024-2025,1,TP,5.7,2025-02-10,Normale
19139,412,85,6,2022-2023,2,Examen Final,15.88,2024-05-08,Normale
1260,58,164,35,2024-2025,1,TP,8.58,2023-11-20,Normale
1261,58,164,35,2024-2025,1,CC,6.55,2025-04-30,Rattrapage
70,58,166,53,2022-2023,1,Examen Final,14.66,2022-06-29,Normale
6025,58,166,53,2022-2023,1,TP,4.65,2023-11-08,Rattrapage
1269,58,169,27,2022-2023,2,TP,17.19,2024-10-01,Normale
1270,58,171,4,2022-2023,2,TP,6.22,2025-05-26,Rattrapage
1271,58,171,4,2022-2023,2,CC,17.64,2022-11-19,Normale
6476,58,171,4,2022-2023,2,Examen Final,14.3,2025-12-04,Normale
16426,58,172,28,2024-2025,2,CC,10.29,2023-11-25,Normale
1275,58,167,46,2024-2025,1,TP,19.23,2023-09-20,Normale
1276,58,167,46,2024-2025,1,Examen Final,8.7,2024-05-06,Rattrapage
1277,58,167,46,2024-2025,1,CC,16.91,2023-04-27,Normale
16316,58,165,28,2023-2024,1,CC,11.38,2025-12-11,Normale
1282,59,28,5,2024-2025,1,TP,4.54,2024-03-11,Normale
16339,59,28,5,2024-2025,-1,CC,7.06,2022-04-11,Normale
1285,59,35,25,2022-2023,2,CC,14.53,2024-03-25,Normale
1291,59,41,48,2023-2024,3,CC,16.33,2025-07-17,Normale
4001,59,41,48,2023-2024,-3,TP,9.77,2025-06-13,Rattrapage
16446,59,39,20,2023-2024,3,TP,19.9,2025-06-08,Normale
1301,60,39,20,2023-2024,-3,Examen Final,7.67,2024-07-09,Normale
1302,60,40,6,2022-2023,-3,TP,4.76,2023-07-15,Normale
1303,60,45,34,2024-2025,4,TP,16.3,2025-09-20,Normale
1305,60,45,34,2024-2025,4,Examen Final,14.58,2023-08-12,Normale
1307,60,33,30,2022-2023,2,CC,5.27,2024-09-09,Normale
1312,60,46,15,2022-2023,4,CC,17.65,2022-01-07,Normale
14799,60,47,43,2022-2023,4,Examen Final,5.94,2024-11-12,Rattrapage
1316,60,30,6,2022-2023,1,TP,6.82,2025-01-21,Normale
1319,60,43,34,2024-2025,3,Examen Final,19.86,2025-07-17,Normale
1320,60,43,34,2024-2025,3,CC,9.62,2024-03-08,Rattrapage
1321,60,43,34,2024-2025,3,TP,16.68,2024-06-04,Normale
1324,60,26,20,2022-2023,1,Examen Final,19.62,2023-04-10,Normale
1326,60,29,46,2024-2025,-1,TP,9.9,2022-03-16,Normale
1263,60,35,25,2023-2024,2,Examen Final,9.69,2025-08-21,Rattrapage
1328,60,48,47,2023-2024,-4,CC,5.36,2025-05-02,Normale
1329,60,48,47,2023-2024,4,TP,12.33,2022-08-27,Normale
1331,61,93,34,2023-2024,3,Examen Final,8.13,2022-11-10,Rattrapage
1332,61,98,55,2023-2024,4,CC,5.2,2023-09-07,Rattrapage
1333,61,98,55,2023-2024,4,TP,10.51,2022-02-23,Normale
1337,61,96,14,2022-2023,4,Examen Final,16.99,2025-01-29,Normale
1339,61,83,30,2024-2025,2,Examen Final,18.33,2022-03-25,Normale
12094,61,83,30,2024-2025,2,CC,14.53,2023-07-06,Normale
1342,61,85,5,2024-2025,2,CC,5.51,2022-08-07,Normale
1343,61,84,14,2023-2024,2,TP,12.67,2023-06-26,Normale
1344,61,84,14,2023-2024,2,Examen Final,6.54,2022-06-17,Normale
1345,61,89,43,2023-2024,3,Examen Final,18.69,2025-12-06,Normale
7323,61,80,47,2024-2025,1,Examen Final,4.08,2025-03-27,Rattrapage
1348,61,80,47,2024-2025,1,CC,16.71,2023-01-20,Normale
14938,61,80,47,2024-2025,1,TP,11.88,2023-05-03,Normale
1350,61,76,10,2022-2023,1,Examen Final,14.67,2023-01-30,Normale
1352,61,94,46,2024-2025,4,TP,18.57,2023-08-13,Normale
1353,61,97,48,2023-2024,4,CC,14.37,2024-10-16,Normale
18410,61,97,48,2023-2024,-4,TP,4.02,2024-04-10,Normale
1356,62,69,24,2024-2025,4,CC,19.44,2023-07-21,Normale
1357,62,69,24,2024-2025,4,TP,19.35,2025-03-22,Normale
1358,62,69,24,2024-2025,4,Examen Final,4.05,2022-08-15,Normale
1361,62,71,46,2023-2024,4,TP,11.09,2023-02-17,Normale
5486,62,73,2,2022-2023,4,Examen Final,11.0,2023-06-01,Normale
1366,62,54,46,2022-2023,1,Examen Final,15.97,2024-12-09,Normale
1367,62,58,23,2023-2024,2,CC,6.25,2022-12-29,Rattrapage
1368,62,58,23,2023-2024,2,TP,10.82,2022-01-29,Normale
7983,62,55,24,2023-2024,1,Examen Final,19.42,2023-07-07,Normale
1372,62,52,11,2022-2023,-1,TP,18.48,2022-02-05,Normale
1376,62,65,46,2022-2023,-3,Examen Final,4.32,2023-05-10,Normale
8958,62,65,46,2022-2023,3,CC,18.38,2023-06-01,Normale
1380,63,72,46,2024-2025,4,CC,8.02,2025-04-15,Rattrapage
1381,63,68,8,2022-2023,3,Examen Final,5.54,2025-07-03,Rattrapage
19906,63,70,31,2022-2023,4,Examen Final,9.33,2024-06-01,Normale
1385,63,69,24,2024-2025,4,CC,7.7,2023-02-24,Normale
11034,63,67,29,2022-2023,-3,TP,15.81,2023-03-24,Normale
1392,63,56,29,2023-2024,1,CC,5.9,2025-05-10,Rattrapage
17180,63,51,36,2023-2024,1,TP,18.2,2022-07-24,Normale
7241,63,73,46,2023-2024,4,CC,7.75,2023-01-03,Normale
597,64,57,36,2022-2023,2,CC,17.36,2024-06-03,Normale
3910,64,57,36,2022-2023,2,TP,6.46,2022-11-22,Normale
1404,64,57,36,2022-2023,2,Examen Final,11.58,2022-01-16,Normale
2294,64,73,2,2022-2023,4,Examen Final,6.8,2022-08-11,Rattrapage
14379,64,60,2,2023-2024,2,CC,18.18,2022-11-19,Normale
1410,64,65,46,2022-2023,3,CC,8.47,2025-05-26,Rattrapage
6059,64,65,46,2022-2023,3,TP,7.43,2023-02-06,Normale
1413,64,52,2,2023-2024,1,TP,5.85,2022-04-21,Normale
1415,64,69,49,2022-2023,4,CC,13.29,2022-10-04,Normale
7556,64,69,49,2022-2023,4,TP,4.85,2025-01-08,Normale
9363,64,53,45,2023-2024,1,CC,9.31,2023-01-01,Normale
1421,64,53,45,2023-2024,1,Examen Final,6.24,2025-12-02,Normale
1425,267,36,20,2024-2025,2,CC,15.01,2024-09-11,Normale
1426,267,26,20,2022-2023,1,Examen Final,16.6,2025-05-23,Normale
1427,267,26,20,2022-2023,1,TP,4.41,2023-12-25,Normale
1431,267,47,38,2023-2024,4,Examen Final,6.41,2024-10-23,Rattrapage
1433,267,45,43,2023-2024,4,CC,11.48,2022-04-01,Normale
1434,267,45,43,2023-2024,-4,TP,13.59,2022-01-06,Normale
1438,267,43,47,2023-2024,3,Examen Final,12.19,2023-10-21,Normale
1440,267,31,43,2023-2024,1,Examen Final,15.43,2025-07-04,Normale
5944,267,41,48,2023-2024,3,CC,10.56,2025-06-11,Normale
1444,267,37,15,2022-2023,2,CC,8.28,2022-09-08,Normale
1445,234,84,5,2022-2023,2,TP,15.49,2023-01-20,Normale
1447,234,79,51,2022-2023,1,TP,12.35,2025-08-14,Normale
18268,234,97,48,2023-2024,4,TP,6.51,2023-08-19,Rattrapage
1453,234,97,48,2023-2024,4,Examen Final,17.86,2022-03-28,Normale
3795,234,98,43,2024-2025,4,TP,7.07,2025-10-01,Normale
11026,234,89,38,2024-2025,3,Examen Final,5.74,2025-02-12,Normale
1460,234,86,18,2024-2025,2,TP,11.45,2025-11-28,Normale
12326,234,86,18,2024-2025,2,Examen Final,4.98,2022-03-18,Rattrapage
1464,234,78,14,2023-2024,1,Examen Final,7.11,2025-04-17,Rattrapage
1468,67,197,20,2023-2024,2,Examen Final,5.23,2025-06-07,Normale
1469,67,190,49,2024-2025,1,TP,11.39,2024-10-22,Normale
1470,67,190,49,2024-2025,1,CC,17.73,2025-02-05,Normale
1471,67,194,15,2024-2025,2,CC,18.58,2023-03-04,Normale
1473,67,188,10,2024-2025,-1,Examen Final,15.01,2023-11-15,Normale
1474,67,188,10,2024-2025,1,CC,11.56,2025-12-10,Normale
1480,67,193,15,2024-2025,2,Examen Final,8.68,2024-03-24,Normale
3166,68,152,55,2022-2023,1,Examen Final,12.31,2024-04-14,Normale
1485,68,152,55,2022-2023,1,CC,17.27,2025-07-15,Normale
1486,68,154,48,2022-2023,1,CC,18.97,2024-05-27,Normale
1488,68,158,20,2024-2025,2,CC,15.94,2024-05-23,Normale
1489,68,155,20,2022-2023,1,CC,12.32,2023-02-21,Normale
1490,68,153,20,2023-2024,1,Examen Final,17.09,2022-02-25,Normale
17753,68,157,18,2023-2024,2,Examen Final,5.6,2023-03-24,Normale
1494,68,160,49,2022-2023,-2,Examen Final,10.98,2022-08-11,Normale
1496,68,151,12,2023-2024,1,Examen Final,19.74,2023-06-25,Normale
1499,68,159,18,2023-2024,-2,TP,8.78,2025-09-28,Rattrapage
1500,68,161,14,2024-2025,2,CC,7.39,2025-06-12,Rattrapage
1504,69,2,18,2024-2025,1,TP,16.1,2025-12-17,Normale
19361,69,17,37,2024-2025,-3,TP,17.28,2025-08-07,Normale
1508,69,12,42,2024-2025,2,CC,6.32,2025-04-01,Rattrapage
1509,69,12,42,2024-2025,2,TP,10.15,2025-03-10,Normale
1511,69,19,17,2022-2023,4,CC,13.9,2023-02-03,Normale
1512,69,3,27,2022-2023,1,CC,17.43,2023-04-02,Normale
1513,69,10,17,2023-2024,2,TP,10.47,2025-02-20,Normale
1514,69,21,19,2022-2023,4,Examen Final,6.48,2024-07-25,Normale
2312,69,21,19,2022-2023,4,CC,16.22,2022-03-04,Normale
1516,69,21,19,2022-2023,4,TP,14.27,2022-12-23,Normale
1517,70,155,34,2024-2025,1,TP,17.25,2023-12-07,Normale
1518,70,159,18,2023-2024,2,CC,18.44,2025-03-05,Normale
1519,70,154,20,2024-2025,1,CC,10.5,2024-01-05,Normale
10334,70,160,51,2023-2024,2,CC,13.17,2023-12-07,Normale
1522,70,160,51,2023-2024,2,TP,10.51,2022-05-30,Normale
1526,70,156,38,2024-2025,1,TP,17.49,2023-07-01,Normale
1531,70,158,49,2022-2023,2,TP,12.06,2022-06-03,Normale
7250,70,152,55,2022-2023,1,CC,8.69,2023-10-21,Normale
